policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date
C0001743,2024-10-23,38308,19086.06214854092,West,2025-10-23
C0001744,2022-06-16,54789,18057.50694252877,South,2023-06-16
C0001745,2018-02-10,65690,22198.73921267372,North,2019-02-10
C0001746,2015-07-06,36086,13870.871612602186,West,2016-07-06
C0001747,2022-10-25,26859,18481.504436253486,West,2023-10-25
C0001748,2022-08-23,17684,21902.232291857683,West,2023-08-23
C0001749,2018-06-04,11207,34593.815849177365,South,2019-06-04
C0001750,2018-08-26,56099,14041.039810385084,North,2019-08-26
C0001751,2015-04-08,77496,23299.004593209458,East,2016-04-08
C0001752,2015-02-24,76093,24077.778325309508,South,2016-02-24
C0001753,2022-04-24,39689,11350.128912733997,East,2023-04-24
C0001754,2022-06-04,58651,22542.543032517475,West,2023-06-04
C0001755,2017-01-27,23893,25954.116907407937,West,2018-01-27
C0001756,2016-02-10,76418,23779.896166520306,South,2017-02-10
C0001757,2020-10-17,70011,19434.82470198576,North,2021-10-17
C0001758,2024-04-06,48635,22025.849303730007,West,2025-04-06
C0001759,2018-08-05,66115,20972.207948525473,East,2019-08-05
C0001760,2019-11-21,88405,12006.011942297939,East,2020-11-21
C0001761,2024-11-28,82702,21120.429999259024,South,2025-11-28
C0001762,2017-01-20,88518,17852.14375302934,East,2018-01-20
C0001763,2023-10-25,82805,16131.890185128681,North,2024-10-25
C0001764,2024-09-08,68954,42002.775821765,West,2025-09-08
C0001765,2019-10-29,38064,29021.282406106133,East,2020-10-29
C0001766,2024-01-29,89063,14114.36542105845,East,2025-01-29
C0001767,2024-10-02,12454,22114.54595423899,West,2025-10-02
C0001768,2023-03-25,30878,30865.908921004604,South,2024-03-25
C0001769,2024-10-18,61098,12722.664061692885,East,2025-10-18
C0001770,2015-12-31,72154,20396.0175456074,South,2016-12-31
C0001771,2020-07-19,22991,20686.194361978847,South,2021-07-19
C0001772,2016-04-26,78344,13597.648267311672,East,2017-04-26
C0001773,2021-02-26,46593,22333.991767196254,North,2022-02-26
C0001774,2015-06-03,46304,27857.9570961351,South,2016-06-03
C0001775,2024-08-22,40386,31332.597160355344,East,2025-08-22
C0001776,2019-03-05,65220,18493.79907070997,South,2020-03-05
C0001777,2020-10-21,79338,42213.422177877095,West,2021-10-21
C0001778,2022-07-23,31083,10749.451123583332,North,2023-07-23
C0001779,2021-06-01,28354,22178.197993452435,North,2022-06-01
C0001780,2017-11-06,32190,13046.976551369406,West,2018-11-06
C0001781,2019-07-23,16142,20476.942811924695,West,2020-07-23
C0001782,2018-05-25,38398,17041.860436485902,South,2019-05-25
C0001783,2015-03-02,61971,23203.61204004878,West,2016-03-02
C0001784,2017-07-27,51862,19185.993484271447,North,2018-07-27
C0001785,2019-06-28,63410,15556.047466350465,West,2020-06-28
C0001786,2020-09-20,29503,15865.666529835784,East,2021-09-20
C0001787,2015-01-25,58456,35587.077139330875,East,2016-01-25
C0001788,2017-11-28,92035,22766.766035368593,South,2018-11-28
C0001789,2015-05-11,18016,11960.458800784847,North,2016-05-11
C0001790,2024-10-09,12384,23511.29729410288,East,2025-10-09
C0001791,2018-06-06,72320,18799.715228678546,West,2019-06-06
C0001792,2015-04-18,25072,19957.899844718242,East,2016-04-18
C0001793,2015-06-21,90018,25488.087017320082,East,2016-06-21
C0001794,2018-12-29,50510,28423.4035119337,South,2019-12-29
C0001795,2024-09-19,58933,15403.594675089997,West,2025-09-19
C0001796,2015-04-12,31826,19753.332766292937,West,2016-04-12
C0001797,2022-12-23,78026,16918.562978055066,West,2023-12-23
C0001798,2022-01-15,35518,23838.534675163886,South,2023-01-15
C0001799,2021-05-11,34045,18588.690774036622,West,2022-05-11
C0001800,2019-06-25,60876,20106.037938955953,West,2020-06-25
C0001801,2023-07-13,61919,18378.135917503212,East,2024-07-13
C0001802,2022-11-04,37103,19305.863659977316,East,2023-11-04
C0001803,2023-03-24,46188,33236.2126111583,West,2024-03-24
C0001804,2017-11-06,15845,40832.346368131235,North,2018-11-06
C0001805,2015-11-26,96698,22317.527340499215,North,2016-11-26
C0001806,2024-12-19,46674,19341.51432418423,West,2025-12-19
C0001807,2019-03-01,29337,12348.735791220442,North,2020-03-01
C0001808,2015-01-12,32313,15865.060858880108,South,2016-01-12
C0001809,2018-09-03,36943,19186.826241513703,East,2019-09-03
C0001810,2015-08-04,87949,16082.403996182611,South,2016-08-04
C0001811,2015-12-05,10276,16597.871963190395,East,2016-12-05
C0001812,2019-12-05,61151,31972.033361870308,North,2020-12-05
C0001813,2022-06-01,27611,20103.259480750374,North,2023-06-01
C0001814,2023-08-19,21944,20649.855430504518,West,2024-08-19
C0001815,2019-10-17,62887,16280.817151834985,North,2020-10-17
C0001816,2019-02-17,91442,28374.99042761513,North,2020-02-17
C0001817,2021-08-18,59847,18699.020309489893,West,2022-08-18
C0001818,2023-04-12,68653,17047.194103426238,West,2024-04-12
C0001819,2016-12-10,96072,12404.005886776422,East,2017-12-10
C0001820,2018-05-08,66622,19568.36334097261,North,2019-05-08
C0001821,2024-11-17,37810,16888.40548471129,East,2025-11-17
C0001822,2021-11-18,87842,33036.686127661786,East,2022-11-18
C0001823,2018-01-17,20503,34654.04052890917,South,2019-01-17
C0001824,2018-07-15,94761,13758.551699764414,North,2019-07-15
C0001825,2024-12-21,46976,14233.50581515138,North,2025-12-21
C0001826,2016-05-03,21590,18344.849070301265,South,2017-05-03
C0001827,2019-04-11,20886,15602.534240870937,East,2020-04-11
C0001828,2015-02-16,22866,21273.660127044488,North,2016-02-16
C0001829,2024-03-13,76624,18070.08257445184,East,2025-03-13
C0001830,2017-02-16,78899,21680.30886876989,South,2018-02-16
C0001831,2017-11-05,42792,27033.390240146637,West,2018-11-05
C0001832,2016-12-11,19764,14483.039395240028,East,2017-12-11
C0001833,2016-02-05,96156,26864.563812125805,North,2017-02-05
C0001834,2019-12-23,52727,16016.973388347637,West,2020-12-23
C0001835,2023-04-17,88471,37969.74186254572,East,2024-04-17
C0001836,2023-08-24,18068,32412.284782618743,East,2024-08-24
C0001837,2015-09-07,17295,19265.59033052409,West,2016-09-07
C0001838,2016-01-26,51160,14926.970653662513,West,2017-01-26
C0001839,2015-12-01,21390,14094.503900664744,West,2016-12-01
C0001840,2016-09-20,30131,25902.338951615013,North,2017-09-20
C0001841,2024-10-30,85969,19749.415402955925,North,2025-10-30
C0001842,2015-05-17,25038,26319.3599129197,East,2016-05-17
C0001843,2023-01-09,62327,38610.08114017439,East,2024-01-09
C0001844,2022-06-28,87064,15817.704321726664,South,2023-06-28
C0001845,2019-03-02,31281,13779.793057715762,North,2020-03-02
C0001846,2017-04-06,64189,21115.614518612816,East,2018-04-06
C0001847,2016-12-27,58511,28097.275222114815,West,2017-12-27
C0001848,2019-02-09,18605,15030.87823332578,West,2020-02-09
C0001849,2022-03-26,11381,20138.474560626815,North,2023-03-26
C0001850,2024-01-08,76634,30061.876856022813,West,2025-01-08
C0001851,2017-09-16,29810,12211.539550313026,South,2018-09-16
C0001852,2021-08-16,34322,21388.215856551415,East,2022-08-16
C0001853,2017-07-23,51869,16949.08403169456,East,2018-07-23
C0001854,2023-05-01,42955,20686.714824395873,East,2024-05-01
C0001855,2016-02-06,71388,24659.93860794041,North,2017-02-06
C0001856,2019-01-06,20207,21295.318788730205,West,2020-01-06
C0001857,2024-10-01,97329,14719.571464108254,South,2025-10-01
C0001858,2016-09-06,77628,17147.817045741685,North,2017-09-06
C0001859,2018-07-20,38220,30576.220992424776,East,2019-07-20
C0001860,2024-11-06,94050,21997.407141214677,South,2025-11-06
C0001861,2018-03-28,84085,25644.790697957844,East,2019-03-28
C0001862,2023-10-29,32031,21484.533712792363,East,2024-10-29
C0001863,2023-05-01,80721,25405.85200766529,North,2024-05-01
C0001864,2022-04-21,90807,17697.10194116542,East,2023-04-21
C0001865,2021-02-13,81312,15831.335365809608,South,2022-02-13
C0001866,2018-01-26,69766,25062.03210517397,East,2019-01-26
C0001867,2015-05-11,22449,27951.11032323769,West,2016-05-11
C0001868,2022-10-23,99833,15149.390918969788,East,2023-10-23
C0001869,2018-04-09,66699,16767.815040793143,North,2019-04-09
C0001870,2023-03-03,91253,18977.931280729943,South,2024-03-03
C0001871,2023-04-22,56092,32401.091241121958,North,2024-04-22
C0001872,2015-07-02,73671,23598.552079086578,West,2016-07-02
C0001873,2023-04-19,20350,13396.83750560071,East,2024-04-19
C0001874,2015-12-30,78487,19382.09852338819,North,2016-12-30
C0001875,2015-02-08,27622,18513.146369645667,North,2016-02-08
C0001876,2024-11-07,80263,14016.901538430613,North,2025-11-07
C0001877,2021-12-19,63117,19313.554323094893,North,2022-12-19
C0001878,2024-10-27,68394,18269.508886090996,West,2025-10-27
C0001879,2018-10-04,33782,17881.290878666194,West,2019-10-04
C0001880,2023-04-18,38454,17637.552800129175,East,2024-04-18
C0001881,2017-07-09,77904,30989.944643320465,East,2018-07-09
C0001882,2024-06-30,25592,17870.18686785962,South,2025-06-30
C0001883,2022-08-01,32173,20229.58299781117,West,2023-08-01
C0001884,2023-11-07,43204,19582.08871455183,North,2024-11-07
C0001885,2015-01-16,45596,17128.430168617902,North,2016-01-16
C0001886,2016-05-07,44324,20411.452507012447,South,2017-05-07
C0001887,2018-12-20,71202,20324.964317732,North,2019-12-20
C0001888,2018-02-05,99400,20412.994412884716,South,2019-02-05
C0001889,2023-01-20,40750,15401.652030732286,East,2024-01-20
C0001890,2024-08-22,86112,18735.261103953366,West,2025-08-22
C0001891,2015-11-07,26566,25036.663326600545,South,2016-11-07
C0001892,2017-01-08,17190,18883.711623123636,North,2018-01-08
C0001893,2023-11-16,98607,20921.540931932217,South,2024-11-16
C0001894,2016-06-29,48333,20954.550307565034,East,2017-06-29
C0001895,2021-09-27,90905,22589.004475172736,North,2022-09-27
C0001896,2015-09-08,99571,23566.824829874906,East,2016-09-08
C0001897,2017-01-28,11589,18915.837574897076,East,2018-01-28
C0001898,2019-12-10,35235,15162.785904067216,South,2020-12-10
C0001899,2023-10-18,10159,13827.095683294398,East,2024-10-18
C0001900,2018-07-21,22145,27046.31170120167,North,2019-07-21
C0001901,2024-07-19,90909,25111.347997220037,East,2025-07-19
C0001902,2019-06-20,41921,24216.982090100442,East,2020-06-20
C0001903,2020-03-29,26237,25421.76709752035,South,2021-03-29
C0001904,2023-07-08,18244,18987.444139012987,East,2024-07-08
C0001905,2017-03-24,24743,16523.470020262695,West,2018-03-24
C0001906,2015-01-29,56101,14851.821209189433,South,2016-01-29
C0001907,2017-08-15,94227,14374.26883937801,South,2018-08-15
C0001908,2020-07-25,66378,28671.176861359447,North,2021-07-25
C0001909,2016-04-21,81126,17189.543523837958,North,2017-04-21
C0001910,2015-11-14,66071,27349.614720888083,North,2016-11-14
C0001911,2015-09-02,81121,18843.706244415,North,2016-09-02
C0001912,2017-01-17,84763,16270.804364984533,West,2018-01-17
C0001913,2016-11-27,22237,14352.659868984023,South,2017-11-27
C0001914,2015-09-29,25649,16706.509166341217,East,2016-09-29
C0001915,2024-08-12,47713,30499.685006056297,North,2025-08-12
C0001916,2019-11-07,83463,14396.45070071425,North,2020-11-07
C0001917,2018-06-16,55409,37609.954679206814,North,2019-06-16
C0001918,2021-08-21,58766,15487.95295128717,East,2022-08-21
C0001919,2015-09-23,56154,24958.88103613426,North,2016-09-23
C0001920,2023-02-21,17016,19080.546968880873,East,2024-02-21
C0001921,2017-07-09,89563,18102.985080711995,South,2018-07-09
C0001922,2024-05-23,58688,13610.186066534538,South,2025-05-23
C0001923,2015-12-06,99678,19350.665781421776,South,2016-12-06
C0001924,2016-01-24,64238,14080.050285094367,West,2017-01-24
C0001925,2022-03-09,68608,12034.428589991407,East,2023-03-09
C0001926,2020-08-12,99081,20658.447682275262,North,2021-08-12
C0001927,2024-08-01,41897,16471.272270624373,North,2025-08-01
C0001928,2018-03-11,60961,33034.39448633828,North,2019-03-11
C0001929,2016-01-11,78703,26903.36133642327,North,2017-01-11
C0001930,2020-07-26,54757,33164.31257764251,West,2021-07-26
C0001931,2021-06-29,36917,16248.162893311166,North,2022-06-29
C0001932,2015-05-26,32736,20761.203798509137,West,2016-05-26
C0001933,2020-06-04,37990,9079.720708038602,East,2021-06-04
C0001934,2015-10-20,72551,18314.699830252073,South,2016-10-20
C0001935,2016-03-07,68161,20528.090683707484,North,2017-03-07
C0001936,2016-12-05,89623,20873.056076738772,South,2017-12-05
C0001937,2023-03-16,32440,19678.64815306334,East,2024-03-16
C0001938,2020-06-21,45205,20332.538661971783,East,2021-06-21
C0001939,2022-03-17,90811,8831.032429983432,North,2023-03-17
C0001940,2016-02-03,65103,21522.766284312267,East,2017-02-03
C0001941,2022-11-04,80812,23041.033430977965,South,2023-11-04
C0001942,2024-05-08,51627,29774.50057516602,North,2025-05-08
C0001943,2017-08-21,29008,22261.6649534085,West,2018-08-21
C0001944,2023-10-17,81274,19163.80993206507,North,2024-10-17
C0001945,2021-02-12,42402,27763.641297262555,South,2022-02-12
C0001946,2020-08-03,63384,9826.12302122461,North,2021-08-03
C0001947,2020-01-03,15793,17077.471893973583,North,2021-01-03
C0001948,2020-10-09,15571,15839.419325968935,South,2021-10-09
C0001949,2017-07-27,26209,19725.02592530513,North,2018-07-27
C0001950,2024-06-13,53148,10305.078967586513,North,2025-06-13
C0001951,2016-12-10,12224,29610.689257091235,South,2017-12-10
C0001952,2017-03-17,58695,18491.32588617988,East,2018-03-17
C0001953,2019-01-03,42441,21930.617687669757,South,2020-01-03
C0001954,2024-04-13,49129,21309.907140285577,North,2025-04-13
C0001955,2018-08-18,72368,29107.37823053956,West,2019-08-18
C0001956,2024-05-08,54760,11400.528119001778,West,2025-05-08
C0001957,2015-01-11,33478,20613.394246807642,South,2016-01-11
C0001958,2017-12-21,81854,28109.235820666257,West,2018-12-21
C0001959,2020-02-12,95716,19353.025948199338,North,2021-02-12
C0001960,2021-03-23,22180,14982.216080212522,North,2022-03-23
C0001961,2023-10-30,25372,16627.828149356323,South,2024-10-30
C0001962,2022-02-24,39796,17714.12104174412,North,2023-02-24
C0001963,2017-02-10,68272,16053.545235978885,East,2018-02-10
C0001964,2019-05-14,99963,19037.32233671799,North,2020-05-14
C0001965,2019-05-27,64040,31334.475403119188,South,2020-05-27
C0001966,2024-12-25,85357,16660.410750998002,East,2025-12-25
C0001967,2018-08-26,81368,17217.779275236244,East,2019-08-26
C0001968,2017-06-03,88356,22878.071977263357,West,2018-06-03
C0001969,2024-01-28,26211,18912.03726811873,North,2025-01-28
C0001970,2024-10-04,15842,13376.362824534093,South,2025-10-04
C0001971,2018-10-21,73115,19567.855407481624,West,2019-10-21
C0001972,2024-04-24,76852,19347.77239800728,West,2025-04-24
C0001973,2023-09-14,55968,26707.60148365586,North,2024-09-14
C0001974,2015-08-14,27508,14888.647377323025,North,2016-08-14
C0001975,2017-04-04,32005,26760.865180426186,South,2018-04-04
C0001976,2021-03-15,64575,19353.929569550513,West,2022-03-15
C0001977,2017-07-25,90742,14294.319487986506,South,2018-07-25
C0001978,2022-09-01,28971,13458.504719840588,West,2023-09-01
C0001979,2021-12-28,35599,35607.67766633688,West,2022-12-28
C0001980,2021-04-25,97592,18996.788036537968,West,2022-04-25
C0001981,2020-03-26,76914,26395.563744133106,North,2021-03-26
C0001982,2024-10-28,77055,11938.982691712019,West,2025-10-28
C0001983,2019-12-02,97697,43972.00526302728,West,2020-12-02
C0001984,2015-02-23,15355,26055.219414425475,West,2016-02-23
C0001985,2023-07-16,64120,18460.11865566049,East,2024-07-16
C0001986,2016-12-27,84619,18181.324914173838,North,2017-12-27
C0001987,2022-06-29,48342,24844.195891034276,East,2023-06-29
C0001988,2019-03-25,95992,24419.920839104132,North,2020-03-25
C0001989,2023-09-06,88860,21052.16710397758,South,2024-09-06
C0001990,2017-11-09,12257,19995.52199987779,East,2018-11-09
C0001991,2020-03-28,37364,23583.9134520369,South,2021-03-28
C0001992,2019-11-12,34972,11819.298422451373,West,2020-11-12
C0001993,2019-05-16,36654,17829.641181253315,South,2020-05-16
C0001994,2020-03-29,90769,12160.409640722322,South,2021-03-29
C0001995,2024-10-01,91423,23893.881558537978,South,2025-10-01
C0001996,2021-10-02,39320,16272.889946551402,South,2022-10-02
C0001997,2022-06-30,30808,12438.186505880056,North,2023-06-30
C0001998,2017-04-29,62389,15707.035984012935,East,2018-04-29
C0001999,2020-10-10,44773,20843.69660550322,North,2021-10-10
C0002000,2023-10-22,61168,18740.298520099055,North,2024-10-22
C0002001,2021-03-13,37747,14017.37670671011,North,2022-03-13
C0002002,2015-01-03,86396,11950.631719044712,South,2016-01-03
C0002003,2015-06-09,93692,20377.36155859911,North,2016-06-09
C0002004,2017-02-19,67505,16743.569749176007,East,2018-02-19
C0002005,2023-09-27,95896,18445.501286761322,North,2024-09-27
C0002006,2017-06-11,28135,18998.103621138238,West,2018-06-11
C0002007,2020-07-23,57377,22675.03245178616,South,2021-07-23
C0002008,2023-08-27,33554,25695.82870549711,West,2024-08-27
C0002009,2021-07-04,72491,20825.9016014996,East,2022-07-04
C0002010,2016-08-02,65621,18103.51206319964,East,2017-08-02
C0002011,2020-04-17,68283,20078.985737088,East,2021-04-17
C0002012,2018-10-12,95140,18001.833806394672,East,2019-10-12
C0002013,2018-07-14,26923,12176.145063397595,North,2019-07-14
C0002014,2019-06-29,57591,27655.609217546298,South,2020-06-29
C0002015,2017-08-09,72261,26135.02528822046,East,2018-08-09
C0002016,2024-04-17,64336,36188.62775609504,West,2025-04-17
C0002017,2022-05-06,84083,39503.70689556251,East,2023-05-06
C0002018,2017-09-14,70948,14005.339942308266,South,2018-09-14
C0002019,2024-11-21,43002,18022.56790183621,West,2025-11-21
C0002020,2018-05-03,90098,42338.91333126346,West,2019-05-03
C0002021,2017-07-09,83016,19689.382603978298,West,2018-07-09
C0002022,2022-08-17,36672,21445.353283830704,North,2023-08-17
C0002023,2018-09-17,14213,12627.863174009228,East,2019-09-17
C0002024,2015-06-19,20293,20849.5280081733,North,2016-06-19
C0002025,2016-06-04,65860,35581.53535310303,West,2017-06-04
C0002026,2019-01-26,72507,29318.903072253215,North,2020-01-26
C0002027,2015-02-09,67134,16597.454405918892,North,2016-02-09
C0002028,2019-04-10,12100,17696.19794338547,North,2020-04-10
C0002029,2024-02-15,71997,14196.204402369347,East,2025-02-15
C0002030,2018-11-19,38172,15438.984611696404,West,2019-11-19
C0002031,2017-08-12,30132,11236.654326611766,West,2018-08-12
C0002032,2024-01-11,28199,19429.622191803603,East,2025-01-11
C0002033,2017-09-10,46609,31351.995739252703,North,2018-09-10
C0002034,2023-10-01,52965,22172.977068143784,North,2024-10-01
C0002035,2017-09-01,18016,30027.583763662013,South,2018-09-01
C0002036,2015-02-07,49779,27500.922272601165,South,2016-02-07
C0002037,2021-07-03,41881,16915.025235734047,South,2022-07-03
C0002038,2018-06-28,92594,15869.399935819152,East,2019-06-28
C0002039,2018-04-14,34472,16052.897356886693,West,2019-04-14
C0002040,2019-06-14,61813,11906.996118511644,South,2020-06-14
C0002041,2017-07-02,46021,20124.61697562713,West,2018-07-02
C0002042,2016-03-29,64131,8338.683932371738,West,2017-03-29
C0002043,2015-02-06,34087,23799.614279532812,West,2016-02-06
C0002044,2024-04-10,22828,20364.82202357179,East,2025-04-10
C0002045,2019-09-08,71610,22958.23466233295,East,2020-09-08
C0002046,2023-04-09,11401,27367.320138801042,East,2024-04-09
C0002047,2017-03-06,95179,21155.14413685715,East,2018-03-06
C0002048,2017-08-30,25193,32515.478656616215,South,2018-08-30
C0002049,2016-08-15,54864,24018.598417486777,North,2017-08-15
C0002050,2018-02-11,30307,15880.733850082352,North,2019-02-11
C0002051,2023-07-09,29611,18558.565015134307,North,2024-07-09
C0002052,2018-08-17,53791,10113.360919920346,South,2019-08-17
C0002053,2021-03-21,21950,15204.441496348996,North,2022-03-21
C0002054,2015-11-14,86240,17777.716646153785,South,2016-11-14
C0002055,2021-07-24,87403,23479.478959346525,South,2022-07-24
C0002056,2020-12-02,12745,15913.000433267607,South,2021-12-02
C0002057,2022-07-08,65243,13713.291113896155,North,2023-07-08
C0002058,2018-09-08,13866,11313.369298222116,West,2019-09-08
C0002059,2019-05-11,42245,16665.14588071844,North,2020-05-11
C0002060,2023-07-09,54724,35783.97837207449,North,2024-07-09
C0002061,2020-03-04,81354,21619.092395796255,East,2021-03-04
C0002062,2020-09-18,61374,26419.927229651075,South,2021-09-18
C0002063,2020-06-19,40116,15214.188573274541,West,2021-06-19
C0002064,2019-11-08,91029,12431.204369527908,East,2020-11-08
C0002065,2018-08-05,30447,13817.300712548864,West,2019-08-05
C0002066,2018-07-09,40431,19357.99259641187,West,2019-07-09
C0002067,2015-08-04,27908,10957.30183171463,South,2016-08-04
C0002068,2023-10-24,39336,14735.618586888228,North,2024-10-24
C0002069,2021-07-11,50992,16715.50137986853,South,2022-07-11
C0002070,2023-11-14,65350,13409.549859405113,South,2024-11-14
C0002071,2020-11-09,79561,10539.602361834826,East,2021-11-09
C0002072,2021-07-28,61955,21739.716268496708,South,2022-07-28
C0002073,2022-03-03,71240,20206.536768965703,North,2023-03-03
C0002074,2024-12-21,30093,25177.574091618615,West,2025-12-21
C0002075,2022-11-03,16155,14283.670993416928,South,2023-11-03
C0002076,2019-09-01,56607,25033.665623752855,West,2020-09-01
C0002077,2022-09-29,43487,31533.04297492346,South,2023-09-29
C0002078,2015-12-29,65668,21561.4962005271,West,2016-12-29
C0002079,2022-02-17,30963,16597.695039574883,South,2023-02-17
C0002080,2024-05-09,60124,20816.97825218161,East,2025-05-09
C0002081,2019-09-13,62870,16361.13171031457,West,2020-09-13
C0002082,2018-04-08,66547,15563.98597049113,South,2019-04-08
C0002083,2015-12-22,74110,24464.493900905796,South,2016-12-22
C0002084,2015-07-10,63554,19116.075400645168,East,2016-07-10
C0002085,2021-10-05,30936,28610.489521026157,East,2022-10-05
C0002086,2016-11-30,14426,17453.109441161443,East,2017-11-30
C0002087,2020-08-16,98839,17991.372668756863,West,2021-08-16
C0002088,2020-12-20,37606,16815.337602451884,West,2021-12-20
C0002089,2016-07-10,57832,14241.919445364709,East,2017-07-10
C0002090,2017-04-05,38151,25446.346853795774,North,2018-04-05
C0002091,2022-09-09,89303,38396.189404127006,North,2023-09-09
C0002092,2017-11-20,21308,17771.153439824408,South,2018-11-20
C0002093,2022-01-26,72522,16250.049223593294,North,2023-01-26
C0002094,2016-03-01,55671,15937.067350354366,South,2017-03-01
C0002095,2024-06-27,12204,16253.767901148221,West,2025-06-27
C0002096,2022-06-12,97265,32693.61591514131,West,2023-06-12
C0002097,2021-08-07,41131,16065.924929192126,North,2022-08-07
C0002098,2024-08-09,62428,16720.98773131302,West,2025-08-09
C0002099,2019-04-24,43870,13737.625364090412,East,2020-04-24
C0002100,2020-10-30,59067,21765.787432168807,East,2021-10-30
C0002101,2021-07-31,68585,19532.423969575393,North,2022-07-31
C0002102,2024-02-12,31607,14169.490379085168,North,2025-02-12
C0002103,2016-08-11,34968,15247.199423414095,South,2017-08-11
C0002104,2020-07-05,21908,31567.393360361562,West,2021-07-05
C0002105,2019-03-28,36423,20126.89635929202,South,2020-03-28
C0002106,2015-10-22,84707,20547.727269172367,South,2016-10-22
C0002107,2020-06-08,88257,20572.20449930729,East,2021-06-08
C0002108,2018-06-01,71215,30284.388159788432,East,2019-06-01
C0002109,2019-03-29,65835,14565.85967949254,East,2020-03-29
C0002110,2023-07-15,59429,17695.777732999915,East,2024-07-15
C0002111,2019-08-18,92152,18945.286347286197,South,2020-08-18
C0002112,2018-02-10,48458,11892.310008205934,East,2019-02-10
C0002113,2018-06-10,56169,15140.938982153764,West,2019-06-10
C0002114,2020-08-26,17659,27282.54633109999,East,2021-08-26
C0002115,2015-12-26,70614,25035.84930512539,East,2016-12-26
C0002116,2024-01-08,87240,26400.02041766764,East,2025-01-08
C0002117,2022-12-23,42793,16701.81931084811,North,2023-12-23
C0002118,2016-11-30,56473,17331.681875871618,West,2017-11-30
C0002119,2016-03-23,99388,11656.046666212947,West,2017-03-23
C0002120,2022-12-13,98330,26359.40358745513,South,2023-12-13
C0002121,2021-08-09,65751,27694.681790781986,South,2022-08-09
C0002122,2016-11-05,88915,27589.106726115537,East,2017-11-05
C0002123,2017-10-04,64254,32248.518269711127,North,2018-10-04
C0002124,2018-09-11,17006,22620.96879863046,South,2019-09-11
C0002125,2021-11-19,84218,31795.007225811998,South,2022-11-19
C0002126,2021-09-27,75344,18767.043726435862,East,2022-09-27
C0002127,2024-08-27,43840,11729.905560400224,East,2025-08-27
C0002128,2016-08-08,42430,25802.26101143534,South,2017-08-08
C0002129,2018-06-10,33091,11600.845498005783,South,2019-06-10
C0002130,2018-06-01,42983,20974.456408720886,West,2019-06-01
C0002131,2017-09-20,33989,26545.012094422516,North,2018-09-20
C0002132,2018-12-06,85451,21966.583346995947,West,2019-12-06
C0002133,2016-07-25,28990,39476.9770384636,South,2017-07-25
C0002134,2021-07-10,90360,11050.393329650802,West,2022-07-10
C0002135,2018-05-30,46081,19441.0443492211,West,2019-05-30
C0002136,2020-09-15,21033,20035.012351692545,South,2021-09-15
C0002137,2017-09-15,26241,13316.633276751087,East,2018-09-15
C0002138,2015-10-05,15939,14099.296236035854,South,2016-10-05
C0002139,2018-05-04,57562,15466.960028898233,East,2019-05-04
C0002140,2023-02-11,45063,14329.932519658738,South,2024-02-11
C0002141,2020-03-02,86721,19295.006386243196,South,2021-03-02
C0002142,2016-04-28,37045,16632.444087255928,South,2017-04-28
C0002143,2018-06-19,54769,21924.77412955734,North,2019-06-19
C0002144,2024-04-18,57118,24217.460006294026,East,2025-04-18
C0002145,2016-12-31,94703,23730.909789709258,North,2017-12-31
C0002146,2021-02-17,31625,17623.034900274888,South,2022-02-17
C0002147,2017-11-06,37076,21705.971561542017,West,2018-11-06
C0002148,2022-01-15,74805,27188.209250161137,North,2023-01-15
C0002149,2017-07-06,54605,22780.709320606795,East,2018-07-06
C0002150,2021-09-14,94565,34811.16015056607,South,2022-09-14
C0002151,2017-06-04,98509,26759.737265932417,North,2018-06-04
C0002152,2022-07-15,49121,33373.65588538664,West,2023-07-15
C0002153,2015-01-22,75101,9436.090785074193,North,2016-01-22
C0002154,2016-04-18,41433,20516.871698898165,East,2017-04-18
C0002155,2023-09-27,53309,18084.67637775492,North,2024-09-27
C0002156,2021-03-07,77468,19196.938283628686,West,2022-03-07
C0002157,2021-06-11,54254,15654.476195723446,West,2022-06-11
C0002158,2024-02-24,77293,22445.823048533093,East,2025-02-24
C0002159,2016-12-04,47853,11585.308552144028,West,2017-12-04
C0002160,2016-11-17,48405,22494.61123545906,South,2017-11-17
C0002161,2015-10-12,76652,15811.402468367256,West,2016-10-12
C0002162,2016-12-16,53527,17152.242000876206,South,2017-12-16
C0002163,2017-02-01,87227,22732.491663303914,North,2018-02-01
C0002164,2018-06-04,10492,20407.00122708958,South,2019-06-04
C0002165,2017-08-05,18811,27341.918327654013,South,2018-08-05
C0002166,2021-08-25,34272,14900.483606906524,North,2022-08-25
C0002167,2021-11-12,82010,19453.617166662043,West,2022-11-12
C0002168,2017-10-27,57153,26020.290984245883,South,2018-10-27
C0002169,2015-01-29,64110,22211.377201219682,West,2016-01-29
C0002170,2017-06-25,23979,22644.635872426443,North,2018-06-25
C0002171,2023-07-02,38328,27789.481298333194,East,2024-07-02
C0002172,2023-01-05,22867,17643.580150388287,West,2024-01-05
C0002173,2020-10-27,69234,16563.40026482298,West,2021-10-27
C0002174,2023-03-14,35851,23689.12428991345,East,2024-03-14
C0002175,2021-11-11,41279,19056.633862677845,East,2022-11-11
C0002176,2016-07-23,83402,27907.788046527123,North,2017-07-23
C0002177,2020-06-29,25449,22268.580797789466,West,2021-06-29
C0002178,2024-11-18,86221,16531.03489466199,West,2025-11-18
